sura_num,aya_num,median,std
1,0,4215.534071359243,2113.084641103097
1,1,4385.9723742031665,1311.2516203825721
1,2,5401.607464108325,962.8634599744734
1,3,4044.9148603757912,1186.784964503687
1,4,4095.9682840487712,1023.0143965522989
1,5,5925.018511381424,1069.3502912332935
1,6,4879.717151660079,947.1641058251206
1,7,14182.907550413045,2946.4641840745844
2,0,3964.4962701520044,1261.8753065965006
2,1,8726.579704298798,1615.7678802819412
2,2,8346.810785894548,1328.8274997581316
2,3,12134.556754320527,1797.912029240709
2,4,15205.954042847115,2148.921741794471
2,5,11602.209387797962,1279.2691942692545
2,6,14721.38638642984,2750.945925328793
2,7,14729.92239149181,1689.285716222812
2,8,12878.555467733426,1508.5661411525796
2,9,13631.324592432808,2058.791601755102
2,10,15010.79281290308,1617.3014477536806
2,11,10582.813744010924,1233.8958960163159
2,12,8618.98815881963,1135.6676449422712
2,13,24889.44677113834,3128.9191831759695
2,14,19748.69411368649,2716.219590749637
2,15,8849.029256915599,1389.3939224296066
2,16,13984.539344805024,1801.0890201962418
2,17,21514.776242589505,4557.951556110294
2,18,8193.257951338272,768.3872521578706
2,19,26270.59987370507,2985.377922746563
2,20,31298.390911919952,3245.964930831336
2,21,14412.346232182394,1425.063447202796
2,22,31657.360597644947,4775.339150983925
2,23,27338.618212127523,4356.277633843056
2,24,15979.731425971628,2234.7670679927414
2,25,42259.68251668464,4551.869707835872
2,26,44109.33895174362,3967.479106167787
2,27,24443.141412041397,3074.954541116621
2,28,18197.296354376107,1752.6559827700987
2,29,22644.93949931117,3322.5814520050394
2,30,33728.01175143622,3108.0965632446255
2,31,25157.035201033657,4043.2084271500125
2,32,14335.795803992398,1423.7048619068446
2,33,33607.38744629493,3903.849397400575
2,34,16066.896805581298,2195.4086618838955
2,35,20549.359655570723,3084.2672892516093
2,36,22158.689632188332,1701.8187216342378
2,37,14498.281310847948,1664.5399557822698
2,38,19853.370591157152,3259.8760697508396
2,39,15362.882467177882,2102.9211465319445
2,40,18480.27271560016,3314.450113581568
2,41,23751.720692290335,2842.819278815642
2,42,9505.10878341541,967.404093519185
2,43,8586.016670882505,1234.814971871535
2,44,15760.768018941915,1312.7618535585686
2,45,11658.169671427457,1010.9969401263545
2,46,12041.976835918376,1526.1111300172936
2,47,15946.0495417544,1627.7000961081092
2,48,20439.63823172899,3211.042760863811
2,49,27408.96290575421,2681.4370207032266
2,50,14301.775805165234,1633.3866469189393
2,51,15261.095741503585,1919.395204996534
2,52,10415.354483549294,677.5453596959173
2,53,8857.566965509886,666.9893151976265
2,54,33949.95402158098,2826.7359647433022
2,55,16121.428254507202,1279.5123283889698
2,56,9457.696023019755,836.3071189234308
2,57,24735.223685148187,2569.996331868512
2,58,22142.998256584564,2520.960404273501
