,sura_num,aya_in_sura,aya_num,words_in_aya,word_num,uthmani,uthmani_min
0,1,7,1,4,1,بِسْمِ,بِسمِ
1,1,7,1,4,2,ٱللَّهِ,اللَّهِ
2,1,7,1,4,3,ٱلرَّحْمَٰنِ,الرَّحمٰنِ
3,1,7,1,4,4,ٱلرَّحِيمِ,الرَّحيمِ
4,1,7,2,4,1,ٱلْحَمْدُ,الحَمدُ
5,1,7,2,4,2,لِلَّهِ,لِلَّهِ
6,1,7,2,4,3,رَبِّ,رَبِّ
7,1,7,2,4,4,ٱلْعَٰلَمِينَ,العٰلَمينَ
8,1,7,3,2,1,ٱلرَّحْمَٰنِ,الرَّحمٰنِ
9,1,7,3,2,2,ٱلرَّحِيمِ,الرَّحيمِ
10,1,7,4,3,1,مَٰلِكِ,مٰلِكِ
11,1,7,4,3,2,يَوْمِ,يَومِ
12,1,7,4,3,3,ٱلدِّينِ,الدّينِ
13,1,7,5,4,1,إِيَّاكَ,إِيّاكَ
14,1,7,5,4,2,نَعْبُدُ,نَعبُدُ
15,1,7,5,4,3,وَإِيَّاكَ,وَإِيّاكَ
16,1,7,5,4,4,نَسْتَعِينُ,نَستَعينُ
17,1,7,6,3,1,ٱهْدِنَا,اهدِنَا
18,1,7,6,3,2,ٱلصِّرَٰطَ,الصِّرٰطَ
19,1,7,6,3,3,ٱلْمُسْتَقِيمَ,المُستَقيمَ
20,1,7,7,9,1,صِرَٰطَ,صِرٰطَ
21,1,7,7,9,2,ٱلَّذِينَ,الَّذينَ
22,1,7,7,9,3,أَنْعَمْتَ,أَنعَمتَ
23,1,7,7,9,4,عَلَيْهِمْ,عَلَيهِم
24,1,7,7,9,5,غَيْرِ,غَيرِ
25,1,7,7,9,6,ٱلْمَغْضُوبِ,المَغضوبِ
26,1,7,7,9,7,عَلَيْهِمْ,عَلَيهِم
27,1,7,7,9,8,وَلَا,وَلَا
28,1,7,7,9,9,ٱلضَّآلِّينَ,الضّالّينَ
29,2,286,1,1,1,الٓمٓ,الم
30,2,286,2,7,1,ذَٰلِكَ,ذٰلِكَ
31,2,286,2,7,2,ٱلْكِتَٰبُ,الكِتٰبُ
32,2,286,2,7,3,لَا,لا
33,2,286,2,7,4,رَيْبَ,رَيبَ
34,2,286,2,7,5,فِيهِ,فيهِ
35,2,286,2,7,6,هُدًى,هُدًى
36,2,286,2,7,7,لِّلْمُتَّقِينَ,لِلمُتَّقينَ
37,2,286,3,8,1,ٱلَّذِينَ,الَّذينَ
38,2,286,3,8,2,يُؤْمِنُونَ,يُؤمِنونَ
39,2,286,3,8,3,بِٱلْغَيْبِ,بِالغَيبِ
40,2,286,3,8,4,وَيُقِيمُونَ,وَيُقيمونَ
41,2,286,3,8,5,ٱلصَّلَوٰةَ,الصَّلوٰةَ
42,2,286,3,8,6,وَمِمَّا,وَمِمّا
43,2,286,3,8,7,رَزَقْنَٰهُمْ,رَزَقنٰهُم
44,2,286,3,8,8,يُنفِقُونَ,يُنفِقونَ
45,2,286,4,12,1,وَٱلَّذِينَ,وَالَّذينَ
46,2,286,4,12,2,يُؤْمِنُونَ,يُؤمِنونَ
47,2,286,4,12,3,بِمَآ,بِما
48,2,286,4,12,4,أُنزِلَ,أُنزِلَ
49,2,286,4,12,5,إِلَيْكَ,إِلَيكَ
50,2,286,4,12,6,وَمَآ,وَما
51,2,286,4,12,7,أُنزِلَ,أُنزِلَ
52,2,286,4,12,8,مِن,مِن
53,2,286,4,12,9,قَبْلِكَ,قَبلِكَ
54,2,286,4,12,10,وَبِٱلْءَاخِرَةِ,وَبِالءاخِرَةِ
55,2,286,4,12,11,هُمْ,هُم
56,2,286,4,12,12,يُوقِنُونَ,يوقِنونَ
57,2,286,5,8,1,أُو۟لَٰٓئِكَ,أُولٰئِكَ
58,2,286,5,8,2,عَلَىٰ,عَلىٰ
59,2,286,5,8,3,هُدًى,هُدًى
60,2,286,5,8,4,مِّن,مِن
61,2,286,5,8,5,رَّبِّهِمْ,رَبِّهِم
62,2,286,5,8,6,وَأُو۟لَٰٓئِكَ,وَأُولٰئِكَ
63,2,286,5,8,7,هُمُ,هُمُ
64,2,286,5,8,8,ٱلْمُفْلِحُونَ,المُفلِحونَ
65,2,286,6,11,1,إِنَّ,إِنَّ
66,2,286,6,11,2,ٱلَّذِينَ,الَّذينَ
67,2,286,6,11,3,كَفَرُوا۟,كَفَروا
68,2,286,6,11,4,سَوَآءٌ,سَواءٌ
69,2,286,6,11,5,عَلَيْهِمْ,عَلَيهِم
70,2,286,6,11,6,ءَأَنذَرْتَهُمْ,ءَأَنذَرتَهُم
71,2,286,6,11,7,أَمْ,أَم
72,2,286,6,11,8,لَمْ,لَم
73,2,286,6,11,9,تُنذِرْهُمْ,تُنذِرهُم
74,2,286,6,11,10,لَا,لا
75,2,286,6,11,11,يُؤْمِنُونَ,يُؤمِنونَ
76,2,286,7,12,1,خَتَمَ,خَتَمَ
77,2,286,7,12,2,ٱللَّهُ,اللَّهُ
78,2,286,7,12,3,عَلَىٰ,عَلىٰ
79,2,286,7,12,4,قُلُوبِهِمْ,قُلوبِهِم
80,2,286,7,12,5,وَعَلَىٰ,وَعَلىٰ
81,2,286,7,12,6,سَمْعِهِمْ,سَمعِهِم
82,2,286,7,12,7,وَعَلَىٰٓ,وَعَلىٰ
83,2,286,7,12,8,أَبْصَٰرِهِمْ,أَبصٰرِهِم
84,2,286,7,12,9,غِشَٰوَةٌ,غِشٰوَةٌ
85,2,286,7,12,10,وَلَهُمْ,وَلَهُم
86,2,286,7,12,11,عَذَابٌ,عَذابٌ
87,2,286,7,12,12,عَظِيمٌ,عَظيمٌ
88,2,286,8,11,1,وَمِنَ,وَمِنَ
89,2,286,8,11,2,ٱلنَّاسِ,النّاسِ
90,2,286,8,11,3,مَن,مَن
91,2,286,8,11,4,يَقُولُ,يَقولُ
92,2,286,8,11,5,ءَامَنَّا,ءامَنّا
93,2,286,8,11,6,بِٱللَّهِ,بِاللَّهِ
94,2,286,8,11,7,وَبِٱلْيَوْمِ,وَبِاليَومِ
95,2,286,8,11,8,ٱلْءَاخِرِ,الءاخِرِ
96,2,286,8,11,9,وَمَا,وَما
97,2,286,8,11,10,هُم,هُم
98,2,286,8,11,11,بِمُؤْمِنِينَ,بِمُؤمِنينَ
99,2,286,9,10,1,يُخَٰدِعُونَ,يُخٰدِعونَ
100,2,286,9,10,2,ٱللَّهَ,اللَّهَ
101,2,286,9,10,3,وَٱلَّذِينَ,وَالَّذينَ
102,2,286,9,10,4,ءَامَنُوا۟,ءامَنوا
103,2,286,9,10,5,وَمَا,وَما
104,2,286,9,10,6,يَخْدَعُونَ,يَخدَعونَ
105,2,286,9,10,7,إِلَّآ,إِلّا
106,2,286,9,10,8,أَنفُسَهُمْ,أَنفُسَهُم
107,2,286,9,10,9,وَمَا,وَما
108,2,286,9,10,10,يَشْعُرُونَ,يَشعُرونَ
109,2,286,10,12,1,فِى,فى
110,2,286,10,12,2,قُلُوبِهِم,قُلوبِهِم
111,2,286,10,12,3,مَّرَضٌ,مَرَضٌ
112,2,286,10,12,4,فَزَادَهُمُ,فَزادَهُمُ
113,2,286,10,12,5,ٱللَّهُ,اللَّهُ
114,2,286,10,12,6,مَرَضًا,مَرَضًا
115,2,286,10,12,7,وَلَهُمْ,وَلَهُم
116,2,286,10,12,8,عَذَابٌ,عَذابٌ
117,2,286,10,12,9,أَلِيمٌۢ,أَليمٌ
118,2,286,10,12,10,بِمَا,بِما
119,2,286,10,12,11,كَانُوا۟,كانوا
120,2,286,10,12,12,يَكْذِبُونَ,يَكذِبونَ
121,2,286,11,11,1,وَإِذَا,وَإِذا
122,2,286,11,11,2,قِيلَ,قيلَ
123,2,286,11,11,3,لَهُمْ,لَهُم
124,2,286,11,11,4,لَا,لا
125,2,286,11,11,5,تُفْسِدُوا۟,تُفسِدوا
126,2,286,11,11,6,فِى,فِى
127,2,286,11,11,7,ٱلْأَرْضِ,الأَرضِ
128,2,286,11,11,8,قَالُوٓا۟,قالوا
129,2,286,11,11,9,إِنَّمَا,إِنَّما
130,2,286,11,11,10,نَحْنُ,نَحنُ
131,2,286,11,11,11,مُصْلِحُونَ,مُصلِحونَ
132,2,286,12,7,1,أَلَآ,أَلا
133,2,286,12,7,2,إِنَّهُمْ,إِنَّهُم
134,2,286,12,7,3,هُمُ,هُمُ
135,2,286,12,7,4,ٱلْمُفْسِدُونَ,المُفسِدونَ
136,2,286,12,7,5,وَلَٰكِن,وَلٰكِن
137,2,286,12,7,6,لَّا,لا
138,2,286,12,7,7,يَشْعُرُونَ,يَشعُرونَ
139,2,286,13,19,1,وَإِذَا,وَإِذا
140,2,286,13,19,2,قِيلَ,قيلَ
141,2,286,13,19,3,لَهُمْ,لَهُم
142,2,286,13,19,4,ءَامِنُوا۟,ءامِنوا
143,2,286,13,19,5,كَمَآ,كَما
144,2,286,13,19,6,ءَامَنَ,ءامَنَ
145,2,286,13,19,7,ٱلنَّاسُ,النّاسُ
146,2,286,13,19,8,قَالُوٓا۟,قالوا
147,2,286,13,19,9,أَنُؤْمِنُ,أَنُؤمِنُ
148,2,286,13,19,10,كَمَآ,كَما
149,2,286,13,19,11,ءَامَنَ,ءامَنَ
150,2,286,13,19,12,ٱلسُّفَهَآءُ,السُّفَهاءُ
151,2,286,13,19,13,أَلَآ,أَلا
152,2,286,13,19,14,إِنَّهُمْ,إِنَّهُم
153,2,286,13,19,15,هُمُ,هُمُ
154,2,286,13,19,16,ٱلسُّفَهَآءُ,السُّفَهاءُ
155,2,286,13,19,17,وَلَٰكِن,وَلٰكِن
156,2,286,13,19,18,لَّا,لا
157,2,286,13,19,19,يَعْلَمُونَ,يَعلَمونَ
158,2,286,14,16,1,وَإِذَا,وَإِذا
159,2,286,14,16,2,لَقُوا۟,لَقُوا
160,2,286,14,16,3,ٱلَّذِينَ,الَّذينَ
161,2,286,14,16,4,ءَامَنُوا۟,ءامَنوا
162,2,286,14,16,5,قَالُوٓا۟,قالوا
163,2,286,14,16,6,ءَامَنَّا,ءامَنّا
164,2,286,14,16,7,وَإِذَا,وَإِذا
165,2,286,14,16,8,خَلَوْا۟,خَلَوا
166,2,286,14,16,9,إِلَىٰ,إِلىٰ
167,2,286,14,16,10,شَيَٰطِينِهِمْ,شَيٰطينِهِم
168,2,286,14,16,11,قَالُوٓا۟,قالوا
169,2,286,14,16,12,إِنَّا,إِنّا
170,2,286,14,16,13,مَعَكُمْ,مَعَكُم
171,2,286,14,16,14,إِنَّمَا,إِنَّما
172,2,286,14,16,15,نَحْنُ,نَحنُ
173,2,286,14,16,16,مُسْتَهْزِءُونَ,مُستَهزِءونَ
174,2,286,15,7,1,ٱللَّهُ,اللَّهُ
175,2,286,15,7,2,يَسْتَهْزِئُ,يَستَهزِئُ
176,2,286,15,7,3,بِهِمْ,بِهِم
177,2,286,15,7,4,وَيَمُدُّهُمْ,وَيَمُدُّهُم
178,2,286,15,7,5,فِى,فى
179,2,286,15,7,6,طُغْيَٰنِهِمْ,طُغيٰنِهِم
180,2,286,15,7,7,يَعْمَهُونَ,يَعمَهونَ
181,2,286,16,11,1,أُو۟لَٰٓئِكَ,أُولٰئِكَ
182,2,286,16,11,2,ٱلَّذِينَ,الَّذينَ
183,2,286,16,11,3,ٱشْتَرَوُا۟,اشتَرَوُا
184,2,286,16,11,4,ٱلضَّلَٰلَةَ,الضَّلٰلَةَ
185,2,286,16,11,5,بِٱلْهُدَىٰ,بِالهُدىٰ
186,2,286,16,11,6,فَمَا,فَما
187,2,286,16,11,7,رَبِحَت,رَبِحَت
188,2,286,16,11,8,تِّجَٰرَتُهُمْ,تِجٰرَتُهُم
189,2,286,16,11,9,وَمَا,وَما
190,2,286,16,11,10,كَانُوا۟,كانوا
191,2,286,16,11,11,مُهْتَدِينَ,مُهتَدينَ
192,2,286,17,17,1,مَثَلُهُمْ,مَثَلُهُم
193,2,286,17,17,2,كَمَثَلِ,كَمَثَلِ
194,2,286,17,17,3,ٱلَّذِى,الَّذِى
195,2,286,17,17,4,ٱسْتَوْقَدَ,استَوقَدَ
196,2,286,17,17,5,نَارًا,نارًا
197,2,286,17,17,6,فَلَمَّآ,فَلَمّا
198,2,286,17,17,7,أَضَآءَتْ,أَضاءَت
199,2,286,17,17,8,مَا,ما
200,2,286,17,17,9,حَوْلَهُۥ,حَولَهُ
201,2,286,17,17,10,ذَهَبَ,ذَهَبَ
202,2,286,17,17,11,ٱللَّهُ,اللَّهُ
203,2,286,17,17,12,بِنُورِهِمْ,بِنورِهِم
204,2,286,17,17,13,وَتَرَكَهُمْ,وَتَرَكَهُم
205,2,286,17,17,14,فِى,فى
206,2,286,17,17,15,ظُلُمَٰتٍ,ظُلُمٰتٍ
207,2,286,17,17,16,لَّا,لا
208,2,286,17,17,17,يُبْصِرُونَ,يُبصِرونَ
209,2,286,18,6,1,صُمٌّۢ,صُمٌّ
210,2,286,18,6,2,بُكْمٌ,بُكمٌ
211,2,286,18,6,3,عُمْىٌ,عُمىٌ
212,2,286,18,6,4,فَهُمْ,فَهُم
213,2,286,18,6,5,لَا,لا
214,2,286,18,6,6,يَرْجِعُونَ,يَرجِعونَ
215,2,286,19,19,1,أَوْ,أَو
216,2,286,19,19,2,كَصَيِّبٍ,كَصَيِّبٍ
217,2,286,19,19,3,مِّنَ,مِنَ
218,2,286,19,19,4,ٱلسَّمَآءِ,السَّماءِ
219,2,286,19,19,5,فِيهِ,فيهِ
220,2,286,19,19,6,ظُلُمَٰتٌ,ظُلُمٰتٌ
221,2,286,19,19,7,وَرَعْدٌ,وَرَعدٌ
222,2,286,19,19,8,وَبَرْقٌ,وَبَرقٌ
223,2,286,19,19,9,يَجْعَلُونَ,يَجعَلونَ
224,2,286,19,19,10,أَصَٰبِعَهُمْ,أَصٰبِعَهُم
225,2,286,19,19,11,فِىٓ,فى
226,2,286,19,19,12,ءَاذَانِهِم,ءاذانِهِم
227,2,286,19,19,13,مِّنَ,مِنَ
228,2,286,19,19,14,ٱلصَّوَٰعِقِ,الصَّوٰعِقِ
229,2,286,19,19,15,حَذَرَ,حَذَرَ
230,2,286,19,19,16,ٱلْمَوْتِ,المَوتِ
231,2,286,19,19,17,وَٱللَّهُ,وَاللَّهُ
232,2,286,19,19,18,مُحِيطٌۢ,مُحيطٌ
233,2,286,19,19,19,بِٱلْكَٰفِرِينَ,بِالكٰفِرينَ
234,2,286,20,25,1,يَكَادُ,يَكادُ
235,2,286,20,25,2,ٱلْبَرْقُ,البَرقُ
236,2,286,20,25,3,يَخْطَفُ,يَخطَفُ
237,2,286,20,25,4,أَبْصَٰرَهُمْ,أَبصٰرَهُم
238,2,286,20,25,5,كُلَّمَآ,كُلَّما
239,2,286,20,25,6,أَضَآءَ,أَضاءَ
240,2,286,20,25,7,لَهُم,لَهُم
241,2,286,20,25,8,مَّشَوْا۟,مَشَوا
242,2,286,20,25,9,فِيهِ,فيهِ
243,2,286,20,25,10,وَإِذَآ,وَإِذا
244,2,286,20,25,11,أَظْلَمَ,أَظلَمَ
245,2,286,20,25,12,عَلَيْهِمْ,عَلَيهِم
246,2,286,20,25,13,قَامُوا۟,قاموا
247,2,286,20,25,14,وَلَوْ,وَلَو
248,2,286,20,25,15,شَآءَ,شاءَ
249,2,286,20,25,16,ٱللَّهُ,اللَّهُ
250,2,286,20,25,17,لَذَهَبَ,لَذَهَبَ
251,2,286,20,25,18,بِسَمْعِهِمْ,بِسَمعِهِم
252,2,286,20,25,19,وَأَبْصَٰرِهِمْ,وَأَبصٰرِهِم
253,2,286,20,25,20,إِنَّ,إِنَّ
254,2,286,20,25,21,ٱللَّهَ,اللَّهَ
255,2,286,20,25,22,عَلَىٰ,عَلىٰ
256,2,286,20,25,23,كُلِّ,كُلِّ
257,2,286,20,25,24,شَىْءٍ,شَيءٍ
258,2,286,20,25,25,قَدِيرٌ,قَديرٌ
259,2,286,21,11,1,يَٰٓأَيُّهَا,يٰأَيُّهَا
260,2,286,21,11,2,ٱلنَّاسُ,النّاسُ
261,2,286,21,11,3,ٱعْبُدُوا۟,اعبُدوا
262,2,286,21,11,4,رَبَّكُمُ,رَبَّكُمُ
263,2,286,21,11,5,ٱلَّذِى,الَّذى
264,2,286,21,11,6,خَلَقَكُمْ,خَلَقَكُم
265,2,286,21,11,7,وَٱلَّذِينَ,وَالَّذينَ
266,2,286,21,11,8,مِن,مِن
267,2,286,21,11,9,قَبْلِكُمْ,قَبلِكُم
268,2,286,21,11,10,لَعَلَّكُمْ,لَعَلَّكُم
269,2,286,21,11,11,تَتَّقُونَ,تَتَّقونَ
270,2,286,22,23,1,ٱلَّذِى,الَّذى
271,2,286,22,23,2,جَعَلَ,جَعَلَ
272,2,286,22,23,3,لَكُمُ,لَكُمُ
273,2,286,22,23,4,ٱلْأَرْضَ,الأَرضَ
274,2,286,22,23,5,فِرَٰشًا,فِرٰشًا
275,2,286,22,23,6,وَٱلسَّمَآءَ,وَالسَّماءَ
276,2,286,22,23,7,بِنَآءً,بِناءً
277,2,286,22,23,8,وَأَنزَلَ,وَأَنزَلَ
278,2,286,22,23,9,مِنَ,مِنَ
279,2,286,22,23,10,ٱلسَّمَآءِ,السَّماءِ
280,2,286,22,23,11,مَآءً,ماءً
281,2,286,22,23,12,فَأَخْرَجَ,فَأَخرَجَ
282,2,286,22,23,13,بِهِۦ,بِهِ
283,2,286,22,23,14,مِنَ,مِنَ
284,2,286,22,23,15,ٱلثَّمَرَٰتِ,الثَّمَرٰتِ
285,2,286,22,23,16,رِزْقًا,رِزقًا
286,2,286,22,23,17,لَّكُمْ,لَكُم
287,2,286,22,23,18,فَلَا,فَلا
288,2,286,22,23,19,تَجْعَلُوا۟,تَجعَلوا
289,2,286,22,23,20,لِلَّهِ,لِلَّهِ
290,2,286,22,23,21,أَندَادًا,أَندادًا
291,2,286,22,23,22,وَأَنتُمْ,وَأَنتُم
292,2,286,22,23,23,تَعْلَمُونَ,تَعلَمونَ
293,2,286,23,20,1,وَإِن,وَإِن
294,2,286,23,20,2,كُنتُمْ,كُنتُم
295,2,286,23,20,3,فِى,فى
296,2,286,23,20,4,رَيْبٍ,رَيبٍ
297,2,286,23,20,5,مِّمَّا,مِمّا
298,2,286,23,20,6,نَزَّلْنَا,نَزَّلنا
299,2,286,23,20,7,عَلَىٰ,عَلىٰ
300,2,286,23,20,8,عَبْدِنَا,عَبدِنا
301,2,286,23,20,9,فَأْتُوا۟,فَأتوا
302,2,286,23,20,10,بِسُورَةٍ,بِسورَةٍ
303,2,286,23,20,11,مِّن,مِن
304,2,286,23,20,12,مِّثْلِهِۦ,مِثلِهِ
305,2,286,23,20,13,وَٱدْعُوا۟,وَادعوا
306,2,286,23,20,14,شُهَدَآءَكُم,شُهَداءَكُم
307,2,286,23,20,15,مِّن,مِن
308,2,286,23,20,16,دُونِ,دونِ
309,2,286,23,20,17,ٱللَّهِ,اللَّهِ
310,2,286,23,20,18,إِن,إِن
311,2,286,23,20,19,كُنتُمْ,كُنتُم
312,2,286,23,20,20,صَٰدِقِينَ,صٰدِقينَ
313,2,286,24,13,1,فَإِن,فَإِن
314,2,286,24,13,2,لَّمْ,لَم
315,2,286,24,13,3,تَفْعَلُوا۟,تَفعَلوا
316,2,286,24,13,4,وَلَن,وَلَن
317,2,286,24,13,5,تَفْعَلُوا۟,تَفعَلوا
318,2,286,24,13,6,فَٱتَّقُوا۟,فَاتَّقُوا
319,2,286,24,13,7,ٱلنَّارَ,النّارَ
320,2,286,24,13,8,ٱلَّتِى,الَّتى
321,2,286,24,13,9,وَقُودُهَا,وَقودُهَا
322,2,286,24,13,10,ٱلنَّاسُ,النّاسُ
323,2,286,24,13,11,وَٱلْحِجَارَةُ,وَالحِجارَةُ
324,2,286,24,13,12,أُعِدَّتْ,أُعِدَّت
325,2,286,24,13,13,لِلْكَٰفِرِينَ,لِلكٰفِرينَ
326,2,286,25,34,1,وَبَشِّرِ,وَبَشِّرِ
327,2,286,25,34,2,ٱلَّذِينَ,الَّذينَ
328,2,286,25,34,3,ءَامَنُوا۟,ءامَنوا
329,2,286,25,34,4,وَعَمِلُوا۟,وَعَمِلُوا
330,2,286,25,34,5,ٱلصَّٰلِحَٰتِ,الصّٰلِحٰتِ
331,2,286,25,34,6,أَنَّ,أَنَّ
332,2,286,25,34,7,لَهُمْ,لَهُم
333,2,286,25,34,8,جَنَّٰتٍ,جَنّٰتٍ
334,2,286,25,34,9,تَجْرِى,تَجرى
335,2,286,25,34,10,مِن,مِن
336,2,286,25,34,11,تَحْتِهَا,تَحتِهَا
337,2,286,25,34,12,ٱلْأَنْهَٰرُ,الأَنهٰرُ
338,2,286,25,34,13,كُلَّمَا,كُلَّما
339,2,286,25,34,14,رُزِقُوا۟,رُزِقوا
340,2,286,25,34,15,مِنْهَا,مِنها
341,2,286,25,34,16,مِن,مِن
342,2,286,25,34,17,ثَمَرَةٍ,ثَمَرَةٍ
343,2,286,25,34,18,رِّزْقًا,رِزقًا
344,2,286,25,34,19,قَالُوا۟,قالوا
345,2,286,25,34,20,هَٰذَا,هٰذَا
346,2,286,25,34,21,ٱلَّذِى,الَّذى
347,2,286,25,34,22,رُزِقْنَا,رُزِقنا
348,2,286,25,34,23,مِن,مِن
349,2,286,25,34,24,قَبْلُ,قَبلُ
350,2,286,25,34,25,وَأُتُوا۟,وَأُتوا
351,2,286,25,34,26,بِهِۦ,بِهِ
352,2,286,25,34,27,مُتَشَٰبِهًا,مُتَشٰبِهًا
353,2,286,25,34,28,وَلَهُمْ,وَلَهُم
354,2,286,25,34,29,فِيهَآ,فيها
355,2,286,25,34,30,أَزْوَٰجٌ,أَزوٰجٌ
356,2,286,25,34,31,مُّطَهَّرَةٌ,مُطَهَّرَةٌ
357,2,286,25,34,32,وَهُمْ,وَهُم
358,2,286,25,34,33,فِيهَا,فيها
359,2,286,25,34,34,خَٰلِدُونَ,خٰلِدونَ
360,2,286,26,39,1,إِنَّ,إِنَّ
361,2,286,26,39,2,ٱللَّهَ,اللَّهَ
362,2,286,26,39,3,لَا,لا
363,2,286,26,39,4,يَسْتَحْىِۦٓ,يَستَحيۦ
364,2,286,26,39,5,أَن,أَن
365,2,286,26,39,6,يَضْرِبَ,يَضرِبَ
366,2,286,26,39,7,مَثَلًا,مَثَلًا
367,2,286,26,39,8,مَّا,ما
368,2,286,26,39,9,بَعُوضَةً,بَعوضَةً
369,2,286,26,39,10,فَمَا,فَما
370,2,286,26,39,11,فَوْقَهَا,فَوقَها
371,2,286,26,39,12,فَأَمَّا,فَأَمَّا
372,2,286,26,39,13,ٱلَّذِينَ,الَّذينَ
373,2,286,26,39,14,ءَامَنُوا۟,ءامَنوا
374,2,286,26,39,15,فَيَعْلَمُونَ,فَيَعلَمونَ
375,2,286,26,39,16,أَنَّهُ,أَنَّهُ
376,2,286,26,39,17,ٱلْحَقُّ,الحَقُّ
377,2,286,26,39,18,مِن,مِن
378,2,286,26,39,19,رَّبِّهِمْ,رَبِّهِم
379,2,286,26,39,20,وَأَمَّا,وَأَمَّا
380,2,286,26,39,21,ٱلَّذِينَ,الَّذينَ
381,2,286,26,39,22,كَفَرُوا۟,كَفَروا
382,2,286,26,39,23,فَيَقُولُونَ,فَيَقولونَ
383,2,286,26,39,24,مَاذَآ,ماذا
384,2,286,26,39,25,أَرَادَ,أَرادَ
385,2,286,26,39,26,ٱللَّهُ,اللَّهُ
386,2,286,26,39,27,بِهَٰذَا,بِهٰذا
387,2,286,26,39,28,مَثَلًا,مَثَلًا
388,2,286,26,39,29,يُضِلُّ,يُضِلُّ
389,2,286,26,39,30,بِهِۦ,بِهِ
390,2,286,26,39,31,كَثِيرًا,كَثيرًا
391,2,286,26,39,32,وَيَهْدِى,وَيَهدى
392,2,286,26,39,33,بِهِۦ,بِهِ
393,2,286,26,39,34,كَثِيرًا,كَثيرًا
394,2,286,26,39,35,وَمَا,وَما
395,2,286,26,39,36,يُضِلُّ,يُضِلُّ
396,2,286,26,39,37,بِهِۦٓ,بِهِ
397,2,286,26,39,38,إِلَّا,إِلَّا
398,2,286,26,39,39,ٱلْفَٰسِقِينَ,الفٰسِقينَ
399,2,286,27,20,1,ٱلَّذِينَ,الَّذينَ
400,2,286,27,20,2,يَنقُضُونَ,يَنقُضونَ
401,2,286,27,20,3,عَهْدَ,عَهدَ
402,2,286,27,20,4,ٱللَّهِ,اللَّهِ
403,2,286,27,20,5,مِنۢ,مِن
404,2,286,27,20,6,بَعْدِ,بَعدِ
405,2,286,27,20,7,مِيثَٰقِهِۦ,ميثٰقِهِ
406,2,286,27,20,8,وَيَقْطَعُونَ,وَيَقطَعونَ
407,2,286,27,20,9,مَآ,ما
408,2,286,27,20,10,أَمَرَ,أَمَرَ
409,2,286,27,20,11,ٱللَّهُ,اللَّهُ
410,2,286,27,20,12,بِهِۦٓ,بِهِ
411,2,286,27,20,13,أَن,أَن
412,2,286,27,20,14,يُوصَلَ,يوصَلَ
413,2,286,27,20,15,وَيُفْسِدُونَ,وَيُفسِدونَ
414,2,286,27,20,16,فِى,فِى
415,2,286,27,20,17,ٱلْأَرْضِ,الأَرضِ
416,2,286,27,20,18,أُو۟لَٰٓئِكَ,أُولٰئِكَ
417,2,286,27,20,19,هُمُ,هُمُ
418,2,286,27,20,20,ٱلْخَٰسِرُونَ,الخٰسِرونَ
419,2,286,28,13,1,كَيْفَ,كَيفَ
420,2,286,28,13,2,تَكْفُرُونَ,تَكفُرونَ
421,2,286,28,13,3,بِٱللَّهِ,بِاللَّهِ
422,2,286,28,13,4,وَكُنتُمْ,وَكُنتُم
423,2,286,28,13,5,أَمْوَٰتًا,أَموٰتًا
424,2,286,28,13,6,فَأَحْيَٰكُمْ,فَأَحيٰكُم
425,2,286,28,13,7,ثُمَّ,ثُمَّ
426,2,286,28,13,8,يُمِيتُكُمْ,يُميتُكُم
427,2,286,28,13,9,ثُمَّ,ثُمَّ
428,2,286,28,13,10,يُحْيِيكُمْ,يُحييكُم
429,2,286,28,13,11,ثُمَّ,ثُمَّ
430,2,286,28,13,12,إِلَيْهِ,إِلَيهِ
431,2,286,28,13,13,تُرْجَعُونَ,تُرجَعونَ
432,2,286,29,19,1,هُوَ,هُوَ
433,2,286,29,19,2,ٱلَّذِى,الَّذى
434,2,286,29,19,3,خَلَقَ,خَلَقَ
435,2,286,29,19,4,لَكُم,لَكُم
436,2,286,29,19,5,مَّا,ما
437,2,286,29,19,6,فِى,فِى
438,2,286,29,19,7,ٱلْأَرْضِ,الأَرضِ
439,2,286,29,19,8,جَمِيعًا,جَميعًا
440,2,286,29,19,9,ثُمَّ,ثُمَّ
441,2,286,29,19,10,ٱسْتَوَىٰٓ,استَوىٰ
442,2,286,29,19,11,إِلَى,إِلَى
443,2,286,29,19,12,ٱلسَّمَآءِ,السَّماءِ
444,2,286,29,19,13,فَسَوَّىٰهُنَّ,فَسَوّىٰهُنَّ
445,2,286,29,19,14,سَبْعَ,سَبعَ
446,2,286,29,19,15,سَمَٰوَٰتٍ,سَمٰوٰتٍ
447,2,286,29,19,16,وَهُوَ,وَهُوَ
448,2,286,29,19,17,بِكُلِّ,بِكُلِّ
449,2,286,29,19,18,شَىْءٍ,شَيءٍ
450,2,286,29,19,19,عَلِيمٌ,عَليمٌ
451,2,286,30,28,1,وَإِذْ,وَإِذ
452,2,286,30,28,2,قَالَ,قالَ
453,2,286,30,28,3,رَبُّكَ,رَبُّكَ
454,2,286,30,28,4,لِلْمَلَٰٓئِكَةِ,لِلمَلٰئِكَةِ
455,2,286,30,28,5,إِنِّى,إِنّى
456,2,286,30,28,6,جَاعِلٌ,جاعِلٌ
457,2,286,30,28,7,فِى,فِى
458,2,286,30,28,8,ٱلْأَرْضِ,الأَرضِ
459,2,286,30,28,9,خَلِيفَةً,خَليفَةً
